news_id,title,content,user_id,status,summary,publish_time,create_time,update_time
11,扬州马桂兰螺钿漆器复刻故宫文物完工,历时 8 个月，扬州非遗传承人马桂兰承接的故宫小型螺钿陈设器复刻项目全部完工，严格依照故宫馆藏原件尺寸、古法髹漆嵌贝工艺一比一复原，成品经过文博专家多轮验收后正式移交故宫博物院入库收藏。扬州市文旅局组织项目完工专题研讨会，记录整套复刻工艺细节，形成非遗技艺档案留存。,editor1,published,扬州非遗传承人马桂兰耗时 8 个月完成故宫小型螺钿陈设器复刻项目，成品经专家验收后移交故宫博物院入库收藏，项目工艺细节形成非遗技艺档案留存。,2025/5/21,2026/6/7 17:00,2026/6/7 17:32
12,东阳葛金水带队修缮浙江古建木雕门窗,5 月起，国家级东阳木雕匠人葛金水带领 12 名专业木雕学徒，正式进驻衢州某处明清古民居修缮现场。此次修缮由浙江古建筑保护专项资金拨付，重点针对腐朽、虫蛀严重的门窗雕花构件。葛金水严格按照 “修旧如旧” 原则，依残存纹样复刻图纸，全程采用传统手工雕刻技法，不借助任何电动工具。从粗坯打制到细部开脸，每一道工序皆由匠人手工完成。施工期间，项目组对全过程进行图文记录与影像拍摄，所有资料最终整理归档，作为浙江省古建修复标准化工程的重要案例。葛金水表示，这样的实战现场也是最好的教学课堂，学徒在修复中成长，手艺在刀尖上传承。,editor1,published,2025 年 5 月，国家级东阳木雕匠人葛金水带领 12 名学徒进驻衢州明清古民居修缮现场，严格遵循 “修旧如旧” 原则，全程手工雕刻完成门窗雕花构件修复，项目资料整理为浙江古建修复标准化案例。,2025/5/23,2026/6/7 17:00,2026/6/7 17:32
13,福鼎白茶林福生古树茶园采摘节开幕,5 月 25 日，福建福鼎古树白茶开园采摘民俗节在高山古树茶园正式举办。传承人林福生亲自主持开幕仪式，并在现场向来自全国各地的茶商、茶文化研学团队演示百年茶树鲜叶的日光自然萎凋古法工艺。他将竹匾置于露天茶架，鲜叶薄摊均匀，依靠日光与风力逐步走水、萎凋，全程不炒不揉。参与者不仅能亲眼见证白茶从采摘到初制的转变，还可亲手体验采茶、摊晾过程。福鼎文旅同步录制此次采茶民俗纪实视频，用于后续非遗宣传。林福生表示，开园节不仅是茶叶生产的开始，更是让外界了解白茶古法、感受茶山文化的重要窗口。,editor1,published,2025 年 5 月 25 日，福建福鼎古树白茶开园采摘民俗节举办，传承人林福生现场演示日光自然萎凋古法工艺，全国茶商与研学团队到场参与，活动纪实视频用于非遗宣传。,2025/5/25,2026/6/7 17:00,2026/6/7 17:32
14,宜兴顾景明紫砂研学基地面向全国开放预约,5 月 27 日，顾景明将自家紫砂手拉坯工坊全面改造为标准化的非遗研学基地，并正式对外开放线上预约。基地保留传统泥凳、转盘、石磨等老工具，同时设置完整的体验动线：从原矿泥料展示、手工揉泥、拉坯成型，到阴干修坯、刻字装饰，游客可全程参与。基地实行小班制教学，每场限流 15 人，由顾景明或其高徒亲自指导。该基地已被宜兴文旅局列为官方推荐非遗打卡点位，开放首周即吸引来自上海、南京、杭州等地上百名预约者。顾景明希望通过这种开放式的体验，让更多人亲手感受 “泥与火” 的艺术，真正理解紫砂壶背后的匠心。,editor1,published,2025 年 5 月 27 日，顾景明改造的紫砂非遗研学基地正式开放线上预约，基地设置完整的紫砂制作体验动线，实行小班制教学，被宜兴文旅局列为官方推荐非遗打卡点位。,2025/5/27,2026/6/7 17:00,2026/6/7 17:32
15,唐山皮影赵凤莲冀东老腔抢救录音项目落地,5 月 29 日，唐山非遗中心联合皮影匠人赵凤莲，正式启动濒临失传的冀东皮影老腔数字化抢救工程。首轮录音拍摄工作于当日完成，内容包括赵凤莲本人演唱的《五峰会》《青云剑》等老腔选段，以及完整伴奏锣鼓点、唱词文本。所有音视频原件经过加密处理，存入河北省非遗云端数据库，实现永久保存。赵凤莲在录音过程中反复调整气息与咬字，力求保留上世纪中期冀东皮影最原始的唱腔味道。她表示，皮影不能只剩下影人道具，那些苍劲悲凉的老腔才是灵魂。数字化只是第一步，未来还需培养能唱能演的年轻一代。,editor1,published,2025 年 5 月 29 日，唐山非遗中心联合赵凤莲启动冀东皮影老腔数字化抢救工程，首轮完成经典老腔选段录音拍摄，所有音视频存入河北省非遗云端数据库永久保存。,2025/5/29,2026/6/7 17:00,2026/6/7 17:32
16,黄山徽墨胡墨卿古法炼烟技艺纪录片开拍,5 月 31 日，黄山市文旅局联合纪录片摄制组正式开拍《古法徽墨》专题片，全程跟拍传承人胡墨卿从选桐油、炼烟、收烟、和胶、杵捣、压模到阴干描金的完整制墨工序。摄制组在制墨工坊架设多机位，连续跟拍七天，记录下胡墨卿秋季炼烟时的火光、烟尘与锤墨声。胡墨卿在镜头前逐一讲解古法工艺的关键节点，例如炼烟时火候的控制、杵捣时力道的轻重、阴干时湿度的把握。该纪录片完成后将用于非遗宣传、学校教材及文旅展播。胡墨卿表示，制墨是寂寞的手艺，但如果有更多人通过影像了解徽墨，这门手艺就不会断代。,editor1,published,2025 年 5 月 31 日，黄山市文旅局联合摄制组开拍《古法徽墨》专题片，全程跟拍胡墨卿完整制墨工序，纪录片将用于非遗宣传、学校教材及文旅展播。,2025/5/31,2026/6/7 17:00,2026/6/7 17:32
17,贵州凯里苗蜡染王阿妹村寨传习所落成,6 月 1 日，由黔东南州政府专项资金出资修建的苗蜡染村寨传习所正式落成。该传习所选址于王阿妹所在的苗族村寨，建筑面积约 120 平方米，设有画蜡操作台、染缸区、晾布架、原料库房及作品展示区。本土匠人王阿妹常驻传习所，全天候免费教授村寨适龄少女从熬蜡、画蜡、浸染到脱蜡的全套苗蜡染技艺。她坚持使用传统蜂蜡与蓝靛植物染料，不采用任何化学替代品。王阿妹表示，传习所的建成让她不必再走村串户教课，孩子们也有了固定学习手艺的地方。未来她计划每月举办一次蜡染作品交流活动，让这门手艺真正活在山寨里。,editor1,published,2025 年 6 月 1 日，黔东南州政府出资修建的苗蜡染村寨传习所落成，王阿妹常驻传习所，全天候免费教授村寨少女全套苗蜡染技艺，坚持使用传统天然染料。,2025/6/1,2026/6/7 17:00,2026/6/7 17:32
18,泉州洪少春提线木偶端午专场巡演闽南,6 月端午假期期间，洪少春提线木偶剧团开启泉州、厦门、漳州三市沿街公益巡演，每日三场，场场爆满。经典剧目《大闹天宫》成为本次巡演的主打节目，孙悟空七十二变、腾云驾雾等桥段行云流水，配合锣鼓唢呐，引得沿途市民纷纷驻足围观，单场观众超过千人。泉州文旅局安排专人全程拍摄巡演素材，用于闽南民俗文化纪录片制作。洪少春在巡演中既负责木偶操纵，又兼顾唱腔配唱，汗水浸透戏服却始终坚持不用录音替代。他表示，端午巡演是闽南老规矩，再累也要坚持真人唱、真线提，这才是木偶戏的魂。,editor1,published,2025 年端午假期，洪少春提线木偶剧团开启闽南三市公益巡演，主打剧目《大闹天宫》场场爆满，单场观众超千人，巡演素材用于闽南民俗文化纪录片制作。,2025/6/2,2026/6/7 17:00,2026/6/7 17:32
19,凤翔李全喜木版年画春节预产订单爆满,6 月 3 日，距离农历春节尚有半年多，凤翔木版年画匠人李全喜已提前三个月启动梨木刻板备货工作。他全年计划印制三十万张传统年画，涵盖门神、灶王、秦琼敬德、吉祥娃娃等经典题材。截至目前，全国各大景区的年货采购订单已全部敲定，主要客户包括西安回民街、成都宽窄巷子、平遥古城等文旅街区。凤翔非遗办安排专人跟进年画生产全流程，从刻版、调色、套印到晾晒、包装，逐一记录存档。李全喜表示，机器印得快但不耐看，木版年画的刀痕与色晕是机器做不到的。哪怕订单再多，他也要坚持一张一张手工套印。,editor1,published,2025 年 6 月 3 日，凤翔木版年画匠人李全喜提前启动春节备货工作，全年计划印制 30 万张传统年画，全国各大景区年货采购订单已全部敲定，全程坚持手工套印。,2025/6/3,2026/6/7 17:00,2026/6/7 17:32
20,云南个旧寸建军锡器非遗入驻大理古城商铺,6 月 4 日，云南非遗扶持项目正式落地，寸建军手工锡器体验门店落户大理古城。门店采用前店后厂布局，前厅陈列茶壶、酒器、香炉等上百种锡器成品，后场设置现场錾刻体验区。游客可在匠人指导下，亲手体验剪料、锻打、錾刻等基础工序，完成一件刻有自己名字的小型锡器。开业首周，日均接待体验者超过 80 人次，成为古城新晋非遗消费热点。滇南文旅部门将此次门店落地作为锡艺市场化典型案例，整理经验材料上报。寸建军表示，锡器既要保留祖传手艺，也要适应景区游客的体验需求，这门手艺才能真正走下去。,editor1,published,2025 年 6 月 4 日，寸建军手工锡器体验门店落户大理古城，设置成品展示区与现场錾刻体验区，开业首周日均接待体验者超 80 人次，成为古城新晋非遗消费热点。,2025/6/4,2026/6/7 17:00,2026/6/7 17:32
21,菏泽鲁锦张秀莲乡村织布课堂走进乡镇小学,6 月 5 日，张秀莲携带全套老式土织布机，先后走进菏泽市多所乡镇小学，开展 “非遗进校园” 主题活动。她现场演示从棉花搓条、纺线、络线、经线到上机织造的全过程，并邀请学生亲手推动梭子、踩踏织机踏板。山东菏泽教育局随后将鲁锦纺织科普内容纳入地方校本课外课程，计划每学期至少安排两节实践课。张秀莲表示，乡镇小学的孩子离土地最近，也最应该知道老辈人是怎么把棉花变成布的。她不收讲课费，只希望这架老织机还能在孩子们面前转起来。,editor1,published,2025 年 6 月 5 日，张秀莲携带老式土织布机走进菏泽多所乡镇小学，开展非遗进校园活动，现场演示完整纺织流程，鲁锦纺织科普内容被纳入当地校本课外课程。,2025/6/5,2026/6/7 17:00,2026/6/7 17:32
22,天津泥人张张宝林暑期彩塑公益课堂招生,6 月 6 日，天津非遗馆联合泥人张第六代传人张宝林，正式发布暑期少儿彩塑公益班招生公告。本次公益班分六期开设，每期限额 50 名，面向全市 8 至 15 岁中小学生，全程免费。课程内容包括黏土揉制、捏塑基础、人物五官塑造、矿物颜料彩绘等环节，由张宝林亲自授课。开课首日报名通道开启不到两小时即满额。张宝林表示，泥人张不传外人的老规矩早该打破，手艺要活下来，就得让更多孩子从小捏泥巴、爱上泥塑。他还计划从每期学员中选拔有天赋者，进入长期培养通道。,editor1,published,2025 年 6 月 6 日，天津非遗馆联合张宝林发布暑期少儿彩塑公益班招生公告，公益班分六期，每期限额 50 名，全程免费，报名通道开启两小时即满额。,2025/6/6,2026/6/7 17:00,2026/6/7 17:32
23,龙泉青瓷叶长青宋代龙窑复原烧制试验成功,6 月 7 日，叶长青耗时两年依照宋代窑炉遗址图纸复原的龙窑，首次进行松木柴烧并成功开窑。此次烧制以松木为燃料，严格遵循宋代 “一烧一休” 的龙窑工艺，出窑的青瓷呈现出典型的粉青、梅子青釉色，釉面温润如玉。龙泉青瓷文化园随即宣布，将把该龙窑纳入固定节庆活动，每年春秋两季举办开窑仪式，向游客开放参观。叶长青在开窑现场激动地说，龙窑不是老古董，它是活着的窑，柴烧的青瓷跟气烧完全不一样。他把这次成功视为四十三年手艺生涯中最重要的一次实验。,editor1,published,2025 年 6 月 7 日，叶长青耗时两年复原的宋代龙窑首次松木柴烧成功，出窑青瓷呈现典型的宋代粉青、梅子青釉色，该龙窑将纳入固定节庆活动，每年春秋两季举办开窑仪式。,2025/6/7,2026/6/7 17:00,2026/6/7 17:32
24,安溪陈清发铁观音手工摇青技艺申报省级非遗,6 月 8 日，陈清发手工摇青制茶技艺正式向福建省文旅厅提交省级非物质文化遗产申报材料。申报材料包括技艺源流、操作规范、传承谱系、现场影像等，由安溪茶产业协会协助系统整理。手工摇青是铁观音 “兰花香、观音韵” 形成的关键工序，陈清发坚持 “看青摇青、看天摇青”，不依赖机器做青。他在申报陈述中写道：摇青不是力气活，是分寸活，轻重缓急全在手上感觉。一旦失传，铁观音就只剩机器味了。目前申报已进入专家评审阶段。,editor1,published,2025 年 6 月 8 日，陈清发手工摇青制茶技艺正式向福建省文旅厅提交省级非遗申报材料，申报材料由安溪茶产业协会协助整理，目前已进入专家评审阶段。,2025/6/8,2026/6/7 17:00,2026/6/7 17:32
25,成都周明山川剧变脸非遗全国巡演开启,6 月起，周明山川剧团正式开启全国 20 城巡回演出，涵盖北京、上海、广州、深圳、杭州、西安等主要城市。每场演出均以川剧变脸、吐火作为压轴节目，周明山亲自登台，在一分钟内完成十余张脸谱的快速切换，并配合喷火特技，场场引发观众惊呼。巡演主办方同步推出变脸文创周边，包括脸谱面具、书签、T 恤等，助力川剧非遗全国破圈传播。周明山表示，变脸不能只留在成都的小剧场里，走出去让更多人看到，才是真正的传承。,editor1,published,2025 年 6 月起，周明山川剧团开启全国 20 城巡回演出，每场以川剧变脸、吐火为压轴节目，场场引发观众惊呼，同步推出变脸文创周边，助力川剧全国破圈传播。,2025/6/9,2026/6/7 17:00,2026/6/7 17:32
26,榆林刘巧花陕北剪纸助力乡村文创产品开发,6 月 10 日，刘巧花与本地文创企业正式签署合作协议，将陕北窗花、喜花、生肖剪纸等传统纹样应用于帆布包、书签、笔记本、丝巾等产品设计。首批文创产品已在榆林非遗超市上架，并依托乡村电商平台线上销售。刘巧花亲自参与纹样授权与图案筛选，确保剪纸风格不被过度商业化篡改。她表示，剪纸不能只贴在窗户上，也要走进年轻人的生活里。此次合作预计年内为当地村民带来超过 50 个手工裁剪辅助岗位，实现非遗增收与技艺传播的双赢。,editor1,published,2025 年 6 月 10 日，刘巧花与本地文创企业签署合作协议，将陕北剪纸传统纹样应用于多款文创产品设计，首批产品已上架销售，预计年内带动当地 50 余个就业岗位。,2025/6/10,2026/6/7 17:00,2026/6/7 17:32
27,大理段金花白族扎染研学基地正式挂牌,6 月 11 日，段金花扎染工坊正式挂牌为州级非遗研学基地，成为大理首个以扎染为主题的官方认证研学场所。基地全年常态化接待全国各地研学团队，固定开设捆扎、夹板、针缝、板蓝根植物染色等 DIY 体验课程，每场可同时容纳 40 人学习。段金花亲自讲授从建靛池、种蓝草到发酵染料的完整流程。挂牌首月，已接待来自北京、上海、广东等地的研学团队超过 20 批次。段金花表示，研学不是表演，是要让学生真的动手扎、亲手染，看到白布变成蓝白花纹的那一刻，他们就会记住扎染。,editor1,published,2025 年 6 月 11 日，段金花扎染工坊正式挂牌为大理州级非遗研学基地，全年常态化接待全国研学团队，开设多门扎染 DIY 体验课程，挂牌首月接待研学团队超 20 批次。,2025/6/11,2026/6/7 17:00,2026/6/7 17:32
28,霍山郑老山石斛炮制产品入驻安徽各大中药馆,6 月 12 日，郑老山古法石斛枫斗完成标准化包装，正式批量入驻安徽全省连锁中医药门店，包括合肥、芜湖、蚌埠、安庆等主要城市。该产品严格遵循 “十八道工序” 古法，采用三年生霍山石斛茎条手工卷制、炭火慢烘，不添加任何辅料。郑老山亲自把控每批次产品的色泽与断面光泽。作为大别山道地药材非遗产业化的标杆案例，此次入驻预计年销售额可突破两百万元，带动周边药农规范种植。郑老山表示，非遗不能只靠政府补贴，要自己能造血，产品进药房是第一步。,editor1,published,2025 年 6 月 12 日，郑老山古法石斛枫斗正式批量入驻安徽全省连锁中医药门店，产品严格遵循古法工艺，此次入驻预计年销售额突破两百万元，带动周边药农规范种植。,2025/6/12,2026/6/7 17:00,2026/6/7 17:32
29,通辽那日苏蒙医正骨下乡免费义诊活动,6 月 13 日，那日苏再次驱车数百公里，深入内蒙古通辽市下属草原牧区，开展每月一次的免费骨伤义诊。他携带夹板、蒙药药包及简易 X 光机，为行动不便的老年牧民提供正骨复位、关节矫正、风湿敷药等服务，全天接诊超过 40 人次。同步进行的还有民间偏方收集工作，那日苏逐一走访散居牧户，用录音笔记录老蒙医口述的药方与用法，并当场建立纸质与电子双档案。他表示，很多偏方连文字记录都没有，再不收就彻底断了。治病是医者的本分，留方是对后人的交代。,editor1,published,2025 年 6 月 13 日，那日苏深入通辽草原牧区开展免费骨伤义诊，全天接诊超 40 人次，同步收集整理民间蒙医偏方，建立纸质与电子双档案，抢救濒临失传的蒙医药遗产。,2025/6/13,2026/6/7 17:00,2026/6/7 17:32
30,湘西石老三苗药草药资源普查工作启动,6 月 14 日，湘西非遗中心联合苗医石老三，正式启动湘西山区野生药用植物资源普查项目。项目计划全年整理三百余种本土草药的形态、分布、功效及采集禁忌，并建立湘西苗药资源数据库。石老三带领年轻苗医徒步进入武陵山脉深处，现场采样、拍照、压制标本，并口述每味药材的采摘季节与炮制方法。普查成果将用于苗药标准化研究与非遗申报。石老三说，苗药都在山上，年轻人不认得，草药就变成杂草了。他希望在闭眼之前，能把这座草药宝库留给后人。,editor1,published,2025 年 6 月 14 日，湘西非遗中心联合石老三启动湘西野生药用植物资源普查项目，计划全年整理三百余种本土草药信息，建立苗药资源数据库，普查成果将用于苗药标准化研究与非遗申报。,2025/6/14,2026/6/7 17:00,2026/6/7 17:32
31,佛山黄锦洪南狮扎作技艺入选广东研学课程,6 月 15 日，南狮竹篾扎作工艺正式编入广东省中小学非遗校本教材，成为劳动与手工课程的一部分。黄锦洪受邀作为课程顾问，定期进入广州、佛山、东莞等地中小学，开设迷你狮头手工体验课，教学生从扎竹篾骨架、糊纱纸到上色装饰。每节课结束时，孩子们都能举着自己扎的小狮头在操场上舞动。黄锦洪表示，南狮不光是比赛和表演，孩子们亲手扎一个狮头，比看十场醒狮更懂什么叫非遗。该课程预计每年覆盖广东上百所学校、近万名学生。,editor1,published,2025 年 6 月 15 日，南狮竹篾扎作工艺正式编入广东省中小学非遗校本教材，黄锦洪受邀作为课程顾问，定期进入中小学开设迷你狮头手工体验课，课程预计每年覆盖近万名学生。,2025/6/15,2026/6/7 17:00,2026/6/7 17:32
32,沈阳王桂芝东北秧歌组队参加全国民俗大赛,6 月 16 日，王桂芝带领沈阳秧歌代表队赴河北参加全国民俗舞蹈大赛。凭借整齐划一的步伐、富有感染力的扇子花、热烈奔放的扮相，秧歌队从全国三十余支队伍中脱颖而出，斩获团体金奖。赛后，王桂芝率队在沈阳多个社区开展惠民汇报演出，每场演出结束都会留在广场免费教市民扭秧歌。她表示，拿奖不是目的，让更多人扭起来才是。从比赛舞台到社区广场，王桂芝用一把扇子、一朵手绢花，把东北秧歌的快乐传递给了最普通的老百姓。,editor1,published,2025 年 6 月 16 日，王桂芝带领沈阳秧歌代表队参加全国民俗舞蹈大赛，斩获团体金奖，赛后在沈阳多个社区开展惠民汇报演出，免费教市民扭秧歌，传递东北秧歌的快乐。,2025/6/16,2026/6/7 17:00,2026/6/7 17:32
33,拉萨卓玛锅庄舞社区推广项目落地,6 月 17 日，拉萨文旅局正式在 12 个主城区社区落地 “晚间锅庄课堂” 免费推广项目。传承人卓玛作为核心授课老师，每晚轮流到不同社区领舞教学，从基本步伐 “三步一撩” 到长袖动作、队形变换，一步步分解演示。每天傍晚八点，社区广场上准时响起藏歌，男女老少围着卓玛围成圆圈，边唱边跳。卓玛表示，锅庄是藏族人骨子里的舞蹈，不能在广场舞时代丢掉自己的步伐。该项目每晚参与人数累计超过千人，成为拉萨市民夜间文化生活的新亮点。,editor1,published,2025 年 6 月 17 日，拉萨文旅局在 12 个主城区社区落地 “晚间锅庄课堂” 免费推广项目，卓玛作为核心授课老师，每晚轮流到社区领舞教学，项目每晚参与人数累计超千人。,2025/6/17,2026/6/7 17:00,2026/6/7 17:32
